word,predictor,coefficient,p_val,warnings_m1,warnings_m2
entry,avgmonth_tmp,-0.21275069127711152,0.19021507884487956,,
bed,avgmonth_tmp,-0.20956972795575513,3.842167556121549e-6,,
volume,avgmonth_tmp,-0.20825536677859674,0.012465818561719176,,
blaze,avgmonth_tmp,-0.20740994556255526,0.04561832487061511,,
hawk,avgmonth_tmp,-0.20629112318971862,0.025536334573970188,,
tale,avgmonth_tmp,-0.20498584323854943,0.08128834708116135,,
fact,avgmonth_tmp,-0.20358350979730147,0.005064505619229835,,
stake,avgmonth_tmp,-0.20333162445595207,0.01893150164837696,,
rock,avgmonth_tmp,-0.2027284609323561,0.009198876956015277,,
flap,avgmonth_tmp,-0.20220152763014881,0.01690852965567905,,
herd,avgmonth_tmp,-0.200110838894479,0.05181858139804385,,
list,avgmonth_tmp,-0.1992864629704262,0.0350536581573356,,
shore,avgmonth_tmp,-0.1985422269982457,0.11769678942434009,,
hammer,avgmonth_tmp,-0.19754902842780378,0.00357590947431554,,
bug,avgmonth_tmp,-0.19624097566583196,0.08609612375876173,,
stroke,avgmonth_tmp,-0.19534753963407164,0.060131199297141905,,
brother-in-law,avgmonth_tmp,-0.1947622216261202,0.047958168710025964,,
swimming,avgmonth_tmp,-0.19423015190939658,0.03595412473802449,,
account,avgmonth_tmp,-0.19302343823263918,0.034077586604872284,,
bucket,avgmonth_tmp,-0.19271530877172144,0.025891070655495514,,
plug,avgmonth_tmp,-0.19141044448529348,0.04038467539257796,,
bladder,avgmonth_tmp,-0.1912308421820998,0.009589802106945072,,
advantage,avgmonth_tmp,-0.1891866047323843,0.08560868638519759,,
moment,avgmonth_tmp,-0.18912767226461755,0.06034603185154411,,
bullet,avgmonth_tmp,-0.18720369150214916,0.07188960300841278,,
culture,avgmonth_tmp,-0.18673346104757152,0.036233794771748186,,
store,avgmonth_tmp,-0.18650984390782746,0.030386461909448048,,
evidence,avgmonth_tmp,-0.18595906965745693,0.07344786189458616,,
calf,avgmonth_tmp,-0.18583740824669476,0.00253011638378896,,
speed,avgmonth_tmp,-0.18565382663365515,0.040216055500891495,,
distinction,avgmonth_tmp,-0.18523737956679004,0.07067306119710477,,
circumstance,avgmonth_tmp,-0.18510734047332275,0.020040445270163264,,
north,avgmonth_tmp,-0.18445557609409646,0.05342364331845511,,
record,avgmonth_tmp,-0.18221390153895994,0.06577642741681873,,
range,avgmonth_tmp,-0.18207267235287325,0.058364169582737296,,
dog,avgmonth_tmp,-0.18202214708820136,0.00260787021633407,,
sister-in-law,avgmonth_tmp,-0.18190355984090986,0.033291741561531064,,
river,avgmonth_tmp,-0.18051709341363872,0.029908162934603747,,
paint,avgmonth_tmp,-0.18000062873465128,0.038205841661117665,,
combination,avgmonth_tmp,-0.1799920162648953,0.19016424028938234,,
circle,avgmonth_tmp,-0.1779961589899704,0.006863598816451337,,
rattle,avgmonth_tmp,-0.17783914260638078,0.11421773162139834,,
dwelling,avgmonth_tmp,-0.17773106221379673,0.11922499709078574,,
owl,avgmonth_tmp,-0.1773417307753286,0.027694010412527437,,
eagle,avgmonth_tmp,-0.1768605151907842,0.05079965945943992,,
hug,avgmonth_tmp,-0.17678941249887842,0.08597759347036829,,
earring,avgmonth_tmp,-0.17648187817832764,0.10764803697251434,,
university,avgmonth_tmp,-0.17585671929444538,0.14391457601716307,,
formation,avgmonth_tmp,-0.1746697289004923,0.031552513674111604,,
echo,avgmonth_tmp,-0.17439133849723434,0.03619261815971997,,
copper,avgmonth_tmp,-0.17255848154527473,0.11278543084997912,,
curl,avgmonth_tmp,-0.1711964603258996,0.011753637913447216,,
pond,avgmonth_tmp,-0.17110403109778108,0.04944480396450715,,
hat,avgmonth_tmp,-0.1702194612296012,0.05755212801976774,,
view,avgmonth_tmp,-0.16821984302131568,0.0059055126140427575,,
nephew,avgmonth_tmp,-0.16730770729675318,0.05016100726516505,,
wheel,avgmonth_tmp,-0.16710268629976463,0.038034242858459036,,
foot,avgmonth_tmp,-0.16703176355610486,1.7888354668018678e-4,,
gas,avgmonth_tmp,-0.16580083689396447,0.1985162173857293,,
service,avgmonth_tmp,-0.1649098735534991,0.06989444120482434,,
choice,avgmonth_tmp,-0.16490378661421737,0.05265599403391605,,
grammar,avgmonth_tmp,-0.164828458922132,0.09826584359566978,,
shaft,avgmonth_tmp,-0.16446980932760283,0.17635841493339868,,
sight,avgmonth_tmp,-0.16435281533806037,0.002748937288774333,,
log,avgmonth_tmp,-0.16411885509566929,0.04898872565568779,,
rake,avgmonth_tmp,-0.1639749184332252,NA,,"Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting');Model convergence problem; singular convergence (7). See vignette('troubleshooting'), help('diagnose')"
wind,avgmonth_tmp,-0.1633437155637274,0.0012565524141720562,,
peak,avgmonth_tmp,-0.16286426477713092,0.0926410936460594,,
stream,avgmonth_tmp,-0.161721112982471,0.09243706354034352,,
waterfall,avgmonth_tmp,-0.16087067702191574,0.0881290548568731,,
door,avgmonth_tmp,-0.16048061377561687,1.1311726325814561e-4,,
apple,avgmonth_tmp,-0.15914093765010792,0.06434051495927351,,
splinter,avgmonth_tmp,-0.1573624965183632,0.10424903249603977,,
spy,avgmonth_tmp,-0.1572392075512764,0.07218903775987406,,
feature,avgmonth_tmp,-0.15596817147575162,0.03412883723314361,,
opportunity,avgmonth_tmp,-0.15538619886023777,0.0899810696211663,,
niece,avgmonth_tmp,-0.15525892425678667,0.07760426551966186,,
benefit,avgmonth_tmp,-0.15486242814250883,0.10737121630301417,,
rib,avgmonth_tmp,-0.15467126641098503,0.007502021415229925,,
drill,avgmonth_tmp,-0.15427968933132363,0.1531230320729724,,
tool,avgmonth_tmp,-0.15282982404245676,NA,,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')
club,avgmonth_tmp,-0.15156606723945115,0.09717059534540393,,
sake,avgmonth_tmp,-0.15100880764099817,0.24627911618322562,,
supply,avgmonth_tmp,-0.15008494290234373,0.07569688181457719,,
material,avgmonth_tmp,-0.1498786343740927,0.009512395697931738,,
limb,avgmonth_tmp,-0.14929427462302972,0.021357141907201088,,
horn,avgmonth_tmp,-0.14926051086157233,0.04174337253261657,,
travel,avgmonth_tmp,-0.1486344652391972,0.009352770336123558,,
mount,avgmonth_tmp,-0.14787445646921119,0.07676686257671261,,
nostril,avgmonth_tmp,-0.14721315768935328,0.03535251765173311,,
shelf,avgmonth_tmp,-0.14705679373129266,0.14957230809332747,,
absence,avgmonth_tmp,-0.14551010193120936,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
shape,avgmonth_tmp,-0.14412485257500524,0.012788517035638292,,
lady,avgmonth_tmp,-0.1437330494684096,0.2353848233939796,,
loop,avgmonth_tmp,-0.14339486218771047,0.208365993896966,,
silver,avgmonth_tmp,-0.14318364390090652,0.1730992983821266,,
shed,avgmonth_tmp,-0.14273555402633456,0.03136798540486551,,
disgust,avgmonth_tmp,-0.14254010008545157,0.15778975690705835,,
residence,avgmonth_tmp,-0.14228923049778647,0.18934592548926926,,
grant,avgmonth_tmp,-0.14176466656678505,0.15491574499522312,,
fern,avgmonth_tmp,-0.14117532881816822,0.3601312691505909,,
chair,avgmonth_tmp,-0.1401237515374361,0.07011789606729538,,
frame,avgmonth_tmp,-0.13988838761659508,NA,,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')
dish,avgmonth_tmp,-0.13898368844867245,0.11301429054740214,,
suit,avgmonth_tmp,-0.138028648492454,0.2180400670482036,,
hurry,avgmonth_tmp,-0.13785363381148444,0.019410840875583077,,
devil,avgmonth_tmp,-0.13768383869656936,0.24141944154179648,,
position,avgmonth_tmp,-0.13661517694955247,0.03937268115235107,,
butt,avgmonth_tmp,-0.13649294112190416,0.08988812043086457,,
tar,avgmonth_tmp,-0.13610362310754753,0.3369261055846673,,
gut,avgmonth_tmp,-0.13477795645129315,0.2505857328138025,,
rim,avgmonth_tmp,-0.13464667065431743,0.21694804967859255,,
mist,avgmonth_tmp,-0.13452641004021357,0.04898107344138009,,
detail,avgmonth_tmp,-0.13384076542329157,0.10811178919249016,,
kick,avgmonth_tmp,-0.13211669499318385,0.042624794492024526,,
wine,avgmonth_tmp,-0.13066277319361522,0.34275794979902163,,
steam,avgmonth_tmp,-0.13044592805566102,0.0874327706162268,,
button,avgmonth_tmp,-0.1302107000620175,0.14676823943985617,,
content,avgmonth_tmp,-0.12872833972105743,0.05075042444631353,,
sink,avgmonth_tmp,-0.1285086970109967,0.05345310413395307,,
rifle,avgmonth_tmp,-0.12803610244944752,0.2863133824967643,,
heel,avgmonth_tmp,-0.12800511974413217,0.0036674973918672514,,
joy,avgmonth_tmp,-0.1276040147939068,0.2581012988113063,,
spark,avgmonth_tmp,-0.1275822515846134,NA,,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')
hop,avgmonth_tmp,-0.12719084961880267,0.1403486395411854,,
chance,avgmonth_tmp,-0.1271798013334364,0.17116712990508026,,
ride,avgmonth_tmp,-0.1269843772860445,0.21986167505681575,,
brush,avgmonth_tmp,-0.12573257780184155,0.1529331707425235,,
straw,avgmonth_tmp,-0.12523299943750657,0.30728866575850705,,
pant,avgmonth_tmp,-0.12483039850695458,NA,,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')
project,avgmonth_tmp,-0.1243708292877633,0.2147314918237607,,
belt,avgmonth_tmp,-0.12431592980866353,0.04964892564526066,,
instrument,avgmonth_tmp,-0.12414197708202873,0.13388364935920413,,
jar,avgmonth_tmp,-0.12367107257226453,0.3631564513898914,,
author,avgmonth_tmp,-0.12270508540225085,0.2382432996630754,,
steel,avgmonth_tmp,-0.12262685097059543,0.2115931059860326,,
needle,avgmonth_tmp,-0.1223099201856824,0.038914801769362184,,
pop,avgmonth_tmp,-0.12201342617430189,0.27425312771556265,,
shovel,avgmonth_tmp,-0.12118522316521592,0.24329095495318118,,
beard,avgmonth_tmp,-0.1210568408775512,0.010751960685557832,,
pocket,avgmonth_tmp,-0.12038206383009488,0.15726422762413025,,
gall,avgmonth_tmp,-0.12036195625240474,0.2024922987411897,,
nature,avgmonth_tmp,-0.12027789347799156,0.0981721192451109,,
lock,avgmonth_tmp,-0.11988031727280453,0.07559800563156367,,
span,avgmonth_tmp,-0.11792943060010634,0.3604634778246464,,
tea,avgmonth_tmp,-0.116914163314046,0.27647885489596186,,
scream,avgmonth_tmp,-0.1165163045467894,0.11545433908355873,,
oath,avgmonth_tmp,-0.11604821301651216,0.35498501843459124,,
temper,avgmonth_tmp,-0.11583780905948196,0.3083856159835865,,
mouse,avgmonth_tmp,-0.115627246556912,0.07528679357901556,,
deed,avgmonth_tmp,-0.11517480425094931,0.42058824436279707,,
wood,avgmonth_tmp,-0.11486158531431787,0.019560346629449887,,
hunt,avgmonth_tmp,-0.1146200899938615,0.1602299114340753,,
bridge,avgmonth_tmp,-0.11427386597131962,0.1284819486958486,,
box,avgmonth_tmp,-0.11396353352969632,0.1013325042832035,,
breeze,avgmonth_tmp,-0.11354941630323516,0.17824202450295426,,
cousin,avgmonth_tmp,-0.11323934189561555,0.2541031933414786,,
strand,avgmonth_tmp,-0.11265555874268238,0.30378900720607843,,
sack,avgmonth_tmp,-0.11250876631026724,0.2568659645096926,,
guest,avgmonth_tmp,-0.11216389150277915,0.3496462369256167,,
pit,avgmonth_tmp,-0.11197053193996083,0.13162040054387236,,
alphabet,avgmonth_tmp,-0.11143776769353571,0.24771976359049608,,
difficulty,avgmonth_tmp,-0.11125666995540075,0.18667276942255834,,
evening,avgmonth_tmp,-0.11121722417019635,0.023567479770908156,,
bottom,avgmonth_tmp,-0.11069561137834859,0.0411537737753085,,
air,avgmonth_tmp,-0.11068077863758322,0.007462844578685852,,
dislike,avgmonth_tmp,-0.10946499519504198,0.23990329982141206,,
room,avgmonth_tmp,-0.10911790600015527,0.11774721013108355,,
wound,avgmonth_tmp,-0.10896800726686676,0.09410970322242722,,
camp,avgmonth_tmp,-0.10832599974560146,0.39341095322218367,,
bar,avgmonth_tmp,-0.10782976694086994,0.274362710794543,,
gathering,avgmonth_tmp,-0.1074388988700224,0.12181123887841525,,
future,avgmonth_tmp,-0.10734140976526485,0.09506696176495265,,
scent,avgmonth_tmp,-0.10643490603622476,0.12245967533701015,,
pleasure,avgmonth_tmp,-0.10625741166529472,0.3403960764721763,,
quarter,avgmonth_tmp,-0.10613625294982645,0.2595579595120251,,
agent,avgmonth_tmp,-0.1047306510800862,0.29701047142952164,,
ocean,avgmonth_tmp,-0.10463970970058871,0.3513497795956111,,
paw,avgmonth_tmp,-0.10426336066560454,0.3163068587604153,,
edge,avgmonth_tmp,-0.10382436951815349,0.0659674147781927,,
loan,avgmonth_tmp,-0.10298047007301554,0.22157915954969143,,
ink,avgmonth_tmp,-0.10261830691488805,0.3961968643067002,,
smoke,avgmonth_tmp,-0.1025907829890198,0.03249527104037748,,
noise,avgmonth_tmp,-0.10150321015495467,0.07691370859445328,,
flight,avgmonth_tmp,-0.10127395293162213,0.2549682286029756,,
file,avgmonth_tmp,-0.101225529280294,0.22928291654555646,,
breath,avgmonth_tmp,-0.10122394078262635,0.03320386293287852,,
purse,avgmonth_tmp,-0.10110264903629297,0.31942932657403267,,
figure,avgmonth_tmp,-0.10101786257599736,0.22739182994914647,,
motion,avgmonth_tmp,-0.10005532883730614,0.24270233792867552,,
grain,avgmonth_tmp,-0.09833368663277313,0.42739188947230067,,
bull,avgmonth_tmp,-0.09795647611542047,0.2875572587890497,,
stab,avgmonth_tmp,-0.09769328956397066,0.21910601815400324,,
load,avgmonth_tmp,-0.0969889600453318,0.15009477139235405,,
bolt,avgmonth_tmp,-0.09693365534254382,0.2887659620305249,,
others,avgmonth_tmp,-0.09631750740810315,0.13788075946706668,,
opinion,avgmonth_tmp,-0.09628127309074934,0.36719861486202154,,
stagger,avgmonth_tmp,-0.09553212164755925,0.19339748644857757,,
bead,avgmonth_tmp,-0.0955228397200008,0.31515185401451073,,
spouse,avgmonth_tmp,-0.09451475067411513,0.4991025876547254,,
chin,avgmonth_tmp,-0.09404150352837139,0.08657722201539424,,
history,avgmonth_tmp,-0.09388732012587163,0.31538494751633894,,
pet,avgmonth_tmp,-0.09296702182276327,0.35221791329535734,,
table,avgmonth_tmp,-0.09212477990705933,0.22291728497146604,,
backbone,avgmonth_tmp,-0.09210814006559334,0.30822050982316346,,
gun,avgmonth_tmp,-0.09197728135673597,0.3248692745891429,,
west,avgmonth_tmp,-0.09191447899150818,0.2715675229655068,,
bell,avgmonth_tmp,-0.09190909505115422,0.20063197138966415,,
sling,avgmonth_tmp,-0.09024335542614163,0.34726030708535466,,
duck,avgmonth_tmp,-0.0902084353015638,0.2476001851045774,,
flea,avgmonth_tmp,-0.09006361192139871,0.291204043755618,,
regret,avgmonth_tmp,-0.09002353138983604,0.3902990034883115,,
skull,avgmonth_tmp,-0.08916294856013413,0.09361416532333287,,
gold,avgmonth_tmp,-0.08910237188094836,0.3839568405293241,,
toy,avgmonth_tmp,-0.0888407939669099,0.3348296310654191,,
daylight,avgmonth_tmp,-0.0888345385074914,0.4088695736753428,,
muscle,avgmonth_tmp,-0.08830410816641313,NA,,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')
cream,avgmonth_tmp,-0.08823504086497665,0.534921030850099,,
spill,avgmonth_tmp,-0.08759785499084534,0.3272309659866999,,
thread,avgmonth_tmp,-0.08733651445525001,0.26742474507261876,,
glance,avgmonth_tmp,-0.08711977741546595,0.392475889733872,,
rot,avgmonth_tmp,-0.08694159443901509,0.42539133840224197,,
potato,avgmonth_tmp,-0.08691901663955992,0.416746352435158,,
spoon,avgmonth_tmp,-0.08685868890523658,0.2037727534598471,,
publication,avgmonth_tmp,-0.08682360870300512,0.4136034327765692,,
iron,avgmonth_tmp,-0.08680003103547318,0.20719022605202547,,
rush,avgmonth_tmp,-0.0865455037900151,0.33521249751565974,,
church,avgmonth_tmp,-0.08603928636560529,0.4770835548117345,,
fold,avgmonth_tmp,-0.08599250547428484,0.23671023528624324,,
information,avgmonth_tmp,-0.085627334357801,0.31552992101574967,,
strength,avgmonth_tmp,-0.08560140884009783,0.24344059514271926,,
cross,avgmonth_tmp,-0.08475118735160102,0.0597533767860085,,
power,avgmonth_tmp,-0.0842131523001296,0.22960344165808158,,
glue,avgmonth_tmp,-0.08364841011130447,0.30989343254813173,,
society,avgmonth_tmp,-0.0836152258276574,0.45518820682615235,,
louse,avgmonth_tmp,-0.08360849562376522,0.3276297918690591,,
fun,avgmonth_tmp,-0.0830105340896287,0.30298859530656475,,
grape,avgmonth_tmp,-0.0826568276386349,0.47398177472912995,,
lack,avgmonth_tmp,-0.08253970211941243,0.2705776011309747,,
game,avgmonth_tmp,-0.0820947307413095,0.29038411103688644,,
council,avgmonth_tmp,-0.08199547455131431,0.4648514985163121,,
flag,avgmonth_tmp,-0.08134891053732243,0.44004735915359083,,
march,avgmonth_tmp,-0.08073538124448347,0.27260076895165447,,
second,avgmonth_tmp,-0.08065909251449178,0.11756002947488707,,
strip,avgmonth_tmp,-0.0803726532155999,0.260214117910445,,
burden,avgmonth_tmp,-0.08016775481827611,0.3359195800641627,,
dream,avgmonth_tmp,-0.07987796287736695,0.10873018791363678,,
breathing,avgmonth_tmp,-0.07900076481352684,0.2804639121755955,,
reference,avgmonth_tmp,-0.07854735160682517,0.4351235544960674,,
prey,avgmonth_tmp,-0.07832396059185771,0.5528612040050782,,
habit,avgmonth_tmp,-0.07814350421612452,0.36847115690870924,,
floor,avgmonth_tmp,-0.07745144519408065,0.35092923009278637,,
excrement,avgmonth_tmp,-0.07737061560598225,0.42517059139645075,,
burst,avgmonth_tmp,-0.07728384205020618,0.303549014268981,,
importance,avgmonth_tmp,-0.07671944971004728,0.38786784545890657,,
mouth,avgmonth_tmp,-0.07651868952141139,0.0768495105793085,,
thought,avgmonth_tmp,-0.07630917588479766,0.4761367942445188,,
comment,avgmonth_tmp,-0.07610948621982222,0.4712029367988237,,
foundation,avgmonth_tmp,-0.07608813851681794,0.4615989730327305,,
care,avgmonth_tmp,-0.07579519625359697,0.06320702048903024,,
ward,avgmonth_tmp,-0.0753270923523243,0.5520872413307745,,
envy,avgmonth_tmp,-0.07513934027195224,0.4506507815664295,,
jail,avgmonth_tmp,-0.07498704172131769,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
connection,avgmonth_tmp,-0.07468298408380551,0.1128150306530431,,
patch,avgmonth_tmp,-0.07425454997195935,0.2311949794127274,,
issue,avgmonth_tmp,-0.07396964691640714,0.4716626142580226,,
hell,avgmonth_tmp,-0.07369248041009727,0.48913588520560874,,
bump,avgmonth_tmp,-0.07333334833868031,0.4307416587025198,,
band,avgmonth_tmp,-0.07260008317004935,0.3717967972371142,,
clock,avgmonth_tmp,-0.07240808316278359,0.512632428222585,,
error,avgmonth_tmp,-0.07216352938771492,0.41517472049663,,
tongue,avgmonth_tmp,-0.07212959346402695,NA,"Model convergence problem; singular convergence (7). See vignette('troubleshooting'), help('diagnose')",Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting')
stone,avgmonth_tmp,-0.07171983332443363,0.279065584613283,,
pair,avgmonth_tmp,-0.0717050485704625,0.3346881992460113,,
whip,avgmonth_tmp,-0.07111670210631087,0.40073044405158,,
ash,avgmonth_tmp,-0.07106472311666749,0.24428387202335639,,
series,avgmonth_tmp,-0.07053174888207553,0.4093091487233826,,
slice,avgmonth_tmp,-0.07022668912288871,0.42464519592036476,,
flock,avgmonth_tmp,-0.06978528405074749,0.52523187077315,,
nose,avgmonth_tmp,-0.06966812177206491,0.15970326537688329,,
usage,avgmonth_tmp,-0.06961524906678018,0.5242851210990609,,
belly,avgmonth_tmp,-0.06954935755323455,0.29754727893641053,,
tongs,avgmonth_tmp,-0.06900160288269815,0.5611657478456011,,
hoe,avgmonth_tmp,-0.06882621812849107,0.663698984255475,,
route,avgmonth_tmp,-0.0687633945760762,0.3940052331418903,,
footprint,avgmonth_tmp,-0.06876225121900298,0.39938757179590084,,
distance,avgmonth_tmp,-0.06857616419207996,0.2456589036707419,,
bone,avgmonth_tmp,-0.06855984317881202,0.20972003151127924,,
condition,avgmonth_tmp,-0.06821053204609179,0.26915319018079203,,
ridge,avgmonth_tmp,-0.06809413182274592,0.4668559116090115,,
property,avgmonth_tmp,-0.06773689609556166,0.44664032071925436,,
interest,avgmonth_tmp,-0.0676874277992815,0.41857353147578197,,
territory,avgmonth_tmp,-0.06721569520277855,NA,Model convergence problem; non-positive-definite Hessian matrix. See vignette('troubleshooting'),
